sentence,relation,head,head_offset,tail,tail_offset
渤海证券综合APP是渤海证券专为广大股民打造的一款集股票开户、股票交易、股市行情、业务办理等为一体的综合投资理财平台。,所属公司,渤海证券综合,0,渤海证券,10
“爱龙门”手机APP客户端作为龙门综合信息权威发布平台，及时播报龙门本土新闻资讯和民生热点，讲述龙门故事，传播龙门声音。~核心功能：新闻资讯：提供龙门本土新闻、热点资讯互动直播：直播活动现场、新闻事件，边看现场边发弹幕手机电视：随时随地看电视，精彩节目不错过本地服务：提供政务服务、生活服务,应用平台,爱龙门,1,综合信息权威发布平台,17
"宝妈帮是一个专业的育儿工具，为用户提供全面的育儿知识，这里拥有上千篇育儿文章，以及大量备孕指南和孕期食谱,让宝宝能够更好的健康成长。宝妈帮是千万妈妈的选择。",用户数量,宝妈帮,0,千万,70
Fan直播是QQ音乐推出的全新音乐类直播软件，通过提供“从音乐主播到音乐新星”的一站式立体造星舞台，在帮助有才华的音乐人迅速“出圈”的同时，也为用户带来更加年轻新潮的音乐视听内容。~在这里，自由展现你的音乐才华，在这里，陪伴宝藏音乐人的成长，快下载Fan直播，开启好听、好看又好玩的音乐之旅！,交互模式,Fan直播,0,音乐类直播,15
“游陕西”是陕西旅游官方助手，一部手机游玩陕西，内含门票、线路、酒店、特产等服务，旨在为陕西游客提供“吃住行游购娱”的智慧旅行服务，打造陕西全域旅游数字化平台。,应用平台,游陕西,1,陕西全域旅游数字化平台,68
浦诺菲智能，开启智能生活全新体验，为创造更高品质的生活，增添生活的趣味，通过浦诺菲智能APP，用户可以直接将手机与家电等智能设备关联进行远程操控,交互模式,浦诺菲智能,0,远程操控,68
“能医生”是基于暨德济互联网医院的一款在线接诊APP。~医护可通过有效利用碎片化时间，提升自我价值，赚取阳光收益，还可以借助平台流量资源塑造自我品牌。~核心功能：-在线实时接诊：问诊消息实时提醒、随时查看。~-在线电子处方：在线接诊，为患者开具CA认证电子处方单。~-抢单咨询：日常问题快问快答，医护抢单回复-医生名片：患者关注医生名片，系统管理患者群体官网：www.jdjdr.cn,总部,“能医生,0,暨德济互联网医院,8
美伽汇平台由城市一卡通（天津）城市卡有限公司倾力打造，美伽汇手机客户端为美伽汇平台官方推出的手机客户端。您可以通过美伽汇手机客户端进行城市卡实名制登记、实名制登记结果查询、城通卡余额查询等业务。,所属公司,美伽汇手机客户端,27,城市一卡通（天津）城市卡有限公司,6
宅e修是目前最全面的线上住宅维修平台，通过成熟的线上电子商务模式，为业主与维修工线上对接信息，达成线上成交，线下预约服务，同时平台为保证服务质量，后续跟踪每一单线下服务质量，达到业主客户满意为止。~　　宅e修拥有专业的家修师傅，基于位置服务为业主挑选最为合适的技能维修师傅，在家手指轻触手机即可预约上门服务，维修就是这么简单。~,应用平台,宅e修,0,维修平台,14
橙交APP，自媒体互动社区平台。在这里，发现和分享真实、有趣的世界，结交自己感兴趣的人，也可以向世界呈现自己真实多元的一面；在这里看见每一个美好的瞬间。来橙交，呈现你的多彩生活！,应用平台,橙交APP,0,自媒体互动社区平台,6
物泊水运APP的船东版本，通过手机APP终端收到货源信息，并对运输需求进行竞价，适用于有水上运输的承运船舶公司，可参与运输委托的竞价，发布船期信息，组织船舶运输。~，打造高效、专业的第四方物流全流程服务平台。~,应用平台,物泊水运,0,四方物流全流程服务平台。,92
《车主视评》是武汉埃迪恩信息技术有限公司打造的全新汽车类视频展示平台。~秉承“更专业、更简单、更直观”的理念。~在这里，只需要花上3-5分钟，你就能全方位了解汽车的生产与制造、静态卖点、动态测试、功能操作等诸多精彩内容，精准快速掌握用车之道。~让用户告别枯燥难懂的汽车说明书，打造属于用户的汽车掌上通生活。~,版权,车主视评,1,武汉埃迪恩信息技术有限公司,7
期货仿真APP是由申银万国期货有限公司推出，专业的期货模拟交易软件。~申银万国期货是申万宏源证券控股子公司，一流期货及衍生品服务商，连续五年获证监会AA评级的期货公司。~APP除期货仿真模拟功能外，还支持实时实盘行情，全自动条件单，止盈止损功能强大。~现新人注册直接送100万模拟入门资金，100%模拟交易。~,交互模式,期货仿真,0,期货模拟交易,25
推推微店是为房产经纪人服务的一个移动化网络营销平台，具有以下功能优势：1.帮您更高效地进行房源发布；2.为您搜集到大量的业主房源信息，迅速抢占房源；3.方便您进行客源管理；4.使用“私域营销”工具，把房源分享到微信，可以随时查看访客信息，跟访客沟通，促进开单；5.更多高级功能，等您下载体验哦。~,交互模式,推推微店,0,网络营销,19
“今日高邮”是在高邮市委市政府的领导下，由高邮市融媒体中心管理运营的全新媒体平台，是高邮唯一的门户级智能移动互联平台，内含新闻发布、政务、文明实践、服务等4大功能板块，广大用户可通过该平台轻松获取城市最新新闻资讯、进行网络问政、体验智慧城市生活等，有需要的朋友可以来下载体验。~,应用平台,今日高邮,1,门户级智能移动互联平台,47
吉他风华是李成福老师（李老师精通木吉他、电吉他、尤克里里、键盘等多种乐器，熟练掌握各种音乐风格，是一位难得的全能音乐人）亲自主持的吉他视频在线教学，曲谱分享，学员互动交流，在线问题解答的多功能APP。,交互模式,吉他风华,0,互动交流,81
酷乐潮玩APP--年轻人都爱逛的潮•玩趣集地！我们用“蜂享快乐，酷玩生活”的态度，做有姿态、有笑声、有Money的事儿，在线激萌、心水快乐，一起拯救SoBoring的世界。~我们专注为酷粉们提供线上社区、最新资讯、购物及会员服务。~让大家轻松交流，轻松玩乐！,交互模式,酷乐潮玩,0,上社区、最新资讯、购物及,98
新时代证券手机炒股软件是新时代证券为广大投资者量身打造的移动互联网时代投资利器，将股票行情、证券交易、市场资讯、网上营业厅等服务整体融合的综合移动证券平台，助您轻松炒股决策，把握投资机会！,应用平台,新时代证券手机炒股软件,0,综合移动证券平台,69
助家工人端，让应聘者足不出户轻松选择就业。我们拥有海量优质智能匹配就业机会，您可以根据个人需求进行搜索与投递。助家生活也支持多维度筛选，助您精确找到心仪工作。手机上助家生活，找工作超方便，靠谱工作,交互模式,助家,0,就业,18
吧宝云是北京小吧智能科技有限公司旗下品牌，提供酒店预订、商城系统，旨在为您提供优惠、便捷、高性价比的出行服务。~【酒店】海量的酒店房型照片及真实的住客点评。~【商城】满足用户追求品质需求、价格厚道的好产品理念。~,版权,吧宝云,0,北京小吧智能科技有限公司,4
全网比价、消费省钱！花钱省APP-亿万达人推荐的网购省钱利器，影响全球上亿消费者，花钱省APP隶属于阳光普惠（北京）科技有限公司，为消费者提供360°全景式消费省钱服务，涵盖了购物、旅行、本地生活、订餐、加油、充值、票务、出行、学习等诸多消费省钱服务。~,开发者,花钱省,41,阳光普惠（北京）科技有限公司,50
健康武汉开展“互联网+医疗”便民惠民服务，健康武汉服务应用端健康武汉APP，为居民提供预约挂号、排队叫号、门诊支付、报告查询、住院业务、家庭医生签约、健康档案查阅等一站式线上服务。,总部,健康武汉APP,30,武汉,2
奔波(Wave)是Ketchapp开发的一款休闲类游戏。奔波(Wave)的官方介绍在浩瀚空间中，带领你的小船逐波而行。安全地穿越圆环即可得分。积攒金币可以解锁新的小船。扬帆起航吧！,开发者,奔波(Wave),0,Ketchapp,9
